x	 y 	 value
1.63265	9.55102	-0.0350427
1.63265	9.79592	0.0494598
1.63265	10.0408	0.189469
1.63265	10.2857	0.37809
1.63265	10.5306	0.60553
1.63265	10.7755	0.859676
1.63265	11.0204	1.12682
1.63265	11.2653	1.39249
1.63265	11.5102	1.64229
1.63265	11.7551	1.86277
1.63265	12	2.04224
1.83673	0	0.964846
1.83673	0.244898	0.960547
1.83673	0.489796	0.900388
1.83673	0.734694	0.78942
1.83673	0.979592	0.635727
1.83673	1.22449	0.449943
1.83673	1.46939	0.244615
1.83673	1.71429	0.033458
1.83673	1.95918	-0.169465
1.83673	2.20408	-0.350584
1.83673	2.44898	-0.497629
1.83673	2.69388	-0.600362
1.83673	2.93878	-0.651192
1.83673	3.18367	-0.645625
1.83673	3.42857	-0.58253
1.83673	3.67347	-0.464212
1.83673	3.91837	-0.296271
1.83673	4.16327	-0.0872653
1.83673	4.40816	0.151792
1.83673	4.65306	0.408098
1.83673	4.89796	0.667817
1.83673	5.14286	0.916913
1.83673	5.38776	1.14198
1.83673	5.63265	1.33105
1.83673	5.87755	1.47431
1.83673	6.12245	1.56465
1.83673	6.36735	1.59817
1.83673	6.61224	1.5743
1.83673	6.85714	1.49595
1.83673	7.10204	1.36925
1.83673	7.34694	1.20322
1.83673	7.59184	1.00923
1.83673	7.83673	0.800313
1.83673	8.08163	0.590407
1.83673	8.32653	0.393496
1.83673	8.57143	0.222792
1.83673	8.81633	0.0899433
1.83673	9.06122	0.00433934
1.83673	9.30612	-0.0274499
1.83673	9.55102	-0.00206602
1.83673	9.79592	0.0804377
1.83673	10.0408	0.216599
1.83673	10.2857	0.399754
1.83673	10.5306	0.620435
1.83673	10.7755	0.866933
1.83673	11.0204	1.126
1.83673	11.2653	1.38364
1.83673	11.5102	1.62593
1.83673	11.7551	1.83988
1.83673	12	2.01419
2.04082	0	0.891559
2.04082	0.244898	0.889447
2.04082	0.489796	0.835717
2.04082	0.734694	0.735038
2.04082	0.979592	0.59488
2.04082	1.22449	0.425067
2.04082	1.46939	0.237196
2.04082	1.71429	0.0439378
2.04082	1.95918	-0.141712
2.04082	2.20408	-0.307213
2.04082	2.44898	-0.441228
2.04082	2.69388	-0.534298
2.04082	2.93878	-0.579407
2.04082	3.18367	-0.572403
2.04082	3.42857	-0.51224
2.04082	3.67347	-0.401049
2.04082	3.91837	-0.244004
2.04082	4.16327	-0.0490138
2.04082	4.40816	0.173746
2.04082	4.65306	0.412443
2.04082	4.89796	0.654295
2.04082	5.14286	0.88633
2.04082	5.38776	1.09616
2.04082	5.63265	1.27273
2.04082	5.87755	1.40697
2.04082	6.12245	1.49231
2.04082	6.36735	1.52514
2.04082	6.61224	1.50495
2.04082	6.85714	1.43441
2.04082	7.10204	1.31919
2.04082	7.34694	1.16763
2.04082	7.59184	0.990234
2.04082	7.83673	0.799049
2.04082	8.08163	0.606947
2.04082	8.32653	0.426853
2.04082	8.57143	0.270976
2.04082	8.81633	0.150078
2.04082	9.06122	0.0728363
2.04082	9.30612	0.0453218
2.04082	9.55102	0.0706378
2.04082	9.79592	0.148735
2.04082	10.0408	0.276414
2.04082	10.2857	0.447518
2.04082	10.5306	0.653296
2.04082	10.7755	0.882931
2.04082	11.0204	1.12418
2.04082	11.2653	1.36411
2.04082	11.5102	1.58986
2.04082	11.7551	1.78942
2.04082	12	1.95235
2.2449	0	0.781268
2.2449	0.244898	0.782446
2.2449	0.489796	0.738393
2.2449	0.734694	0.653198
2.2449	0.979592	0.533408
2.2449	1.22449	0.387632
2.2449	1.46939	0.22603
2.2449	1.71429	0.0597092
2.2449	1.95918	-0.099945
2.2449	2.20408	-0.241943
2.2449	2.44898	-0.35635
2.2449	2.69388	-0.434877
2.2449	2.93878	-0.471377
2.2449	3.18367	-0.462209
2.2449	3.42857	-0.40646
2.2449	3.67347	-0.305994
2.2449	3.91837	-0.165347
2.2449	4.16327	0.00855155
2.2449	4.40816	0.206784
2.2449	4.65306	0.418982
2.2449	4.89796	0.633945
2.2449	5.14286	0.840306
2.2449	5.38776	1.02721
2.2449	5.63265	1.18497
2.2449	5.87755	1.30563
2.2449	6.12245	1.38344
2.2449	6.36735	1.41524
2.2449	6.61224	1.40057
2.2449	6.85714	1.34179
2.2449	7.10204	1.24386
2.2449	7.34694	1.11407
2.2449	7.59184	0.961651
2.2449	7.83673	0.797147
2.2449	8.08163	0.631839
2.2449	8.32653	0.477053
2.2449	8.57143	0.343488
2.2449	8.81633	0.240576
2.2449	9.06122	0.175919
2.2449	9.30612	0.154838
2.2449	9.55102	0.180051
2.2449	9.79592	0.251517
2.2449	10.0408	0.366431
2.2449	10.2857	0.519397
2.2449	10.5306	0.702749
2.2449	10.7755	0.907006
2.2449	11.0204	1.12144
2.2449	11.2653	1.33472
2.2449	11.5102	1.53557
2.2449	11.7551	1.71348
2.2449	12	1.85928
2.44898	0	0.63855
2.44898	0.244898	0.643987
2.44898	0.489796	0.612455
2.44898	0.734694	0.547297
2.44898	0.979592	0.453863
2.44898	1.22449	0.33919
2.44898	1.46939	0.211582
2.44898	1.71429	0.0801175
2.44898	1.95918	-0.0458983
2.44898	2.20408	-0.157483
2.44898	2.44898	-0.246518
2.44898	2.69388	-0.306226
2.44898	2.93878	-0.331584
2.44898	3.18367	-0.319618
2.44898	3.42857	-0.269579
2.44898	3.67347	-0.182992
2.44898	3.91837	-0.0635634
2.44898	4.16327	0.0830416
2.44898	4.40816	0.249536
2.44898	4.65306	0.427445
2.44898	4.89796	0.607613
2.44898	5.14286	0.78075
2.44898	5.38776	0.937986
2.44898	5.63265	1.0714
2.44898	5.87755	1.17449
2.44898	6.12245	1.24256
2.44898	6.36735	1.27302
2.44898	6.61224	1.26551
2.44898	6.85714	1.22194
2.44898	7.10204	1.14637
2.44898	7.34694	1.04477
2.44898	7.59184	0.924666
2.44898	7.83673	0.794686
2.44898	8.08163	0.664049
2.44898	8.32653	0.542012
2.44898	8.57143	0.43732
2.44898	8.81633	0.35768
2.44898	9.06122	0.309308
2.44898	9.30612	0.296552
2.44898	9.55102	0.321633
2.44898	9.79592	0.384518
2.44898	10.0408	0.482914
2.44898	10.2857	0.612411
2.44898	10.5306	0.766742
2.44898	10.7755	0.93816
2.44898	11.0204	1.1179
2.44898	11.2653	1.29669
2.44898	11.5102	1.46532
2.44898	11.7551	1.6152
2.44898	12	1.73884
2.65306	0	0.46933
2.65306	0.244898	0.479816
2.65306	0.489796	0.46313
2.65306	0.734694	0.421729
2.65306	0.979592	0.359545
2.65306	1.22449	0.281752
2.65306	1.46939	0.194451
2.65306	1.71429	0.104316
2.65306	1.95918	0.0181849
2.65306	2.20408	-0.0573393
2.65306	2.44898	-0.116289
2.65306	2.69388	-0.153684
2.65306	2.93878	-0.165832
2.65306	3.18367	-0.150547
2.65306	3.42857	-0.107278
2.65306	3.67347	-0.037148
2.65306	3.91837	0.0571211
2.65306	4.16327	0.171365
2.65306	4.40816	0.300227
2.65306	4.65306	0.437478
2.65306	4.89796	0.576391
2.65306	5.14286	0.710135
2.65306	5.38776	0.832192
2.65306	5.63265	0.93674
2.65306	5.87755	1.019
2.65306	6.12245	1.07552
2.65306	6.36735	1.1044
2.65306	6.61224	1.10537
2.65306	6.85714	1.07984
2.65306	7.10204	1.03078
2.65306	7.34694	0.962598
2.65306	7.59184	0.880812
2.65306	7.83673	0.791768
2.65306	8.08163	0.70224
2.65306	8.32653	0.619034
2.65306	8.57143	0.548576
2.65306	8.81633	0.496532
2.65306	9.06122	0.467469
2.65306	9.30612	0.464583
2.65306	9.55102	0.489507
2.65306	9.79592	0.542217
2.65306	10.0408	0.621027
2.65306	10.2857	0.722696
2.65306	10.5306	0.842619
2.65306	10.7755	0.9751
2.65306	11.0204	1.11369
2.65306	11.2653	1.25159
2.65306	11.5102	1.38203
2.65306	11.7551	1.49868
2.65306	12	1.59605
2.85714	0	0.280629
2.85714	0.244898	0.296746
2.85714	0.489796	0.296615
2.85714	0.734694	0.281707
2.85714	0.979592	0.254371
2.85714	1.22449	0.217702
2.85714	1.46939	0.175348
2.85714	1.71429	0.131299
2.85714	1.95918	0.089645
2.85714	2.20408	0.0543328
2.85714	2.44898	0.0289312
2.85714	2.69388	0.0164176
2.85714	2.93878	0.0190002
2.85714	3.18367	0.0379864
2.85714	3.42857	0.0737045
2.85714	3.67347	0.125485
2.85714	3.91837	0.191698
2.85714	4.16327	0.269855
2.85714	4.40816	0.356753
2.85714	4.65306	0.448667
2.85714	4.89796	0.541574
2.85714	5.14286	0.631391
2.85714	5.38776	0.71422
2.85714	5.63265	0.786579
2.85714	5.87755	0.845612
2.85714	6.12245	0.889257
2.85714	6.36735	0.916371
2.85714	6.61224	0.926797
2.85714	6.85714	0.921375
2.85714	7.10204	0.90189
2.85714	7.34694	0.870966
2.85714	7.59184	0.83191
2.85714	7.83673	0.788513
2.85714	8.08163	0.744828
2.85714	8.32653	0.704923
2.85714	8.57143	0.672639
2.85714	8.81633	0.651367
2.85714	9.06122	0.643835
2.85714	9.30612	0.651956
2.85714	9.55102	0.676706
2.85714	9.79592	0.718069
2.85714	10.0408	0.775039
2.85714	10.2857	0.845678
2.85714	10.5306	0.92723
2.85714	10.7755	1.01629
2.85714	11.0204	1.10901
2.85714	11.2653	1.20131
2.85714	11.5102	1.28915
2.85714	11.7551	1.36875
2.85714	12	1.43681
3.06122	0	0.0802817
3.06122	0.244898	0.102376
3.06122	0.489796	0.119822
3.06122	0.734694	0.133041
3.06122	0.979592	0.142705
3.06122	1.22449	0.149699
3.06122	1.46939	0.155066
3.06122	1.71429	0.159948
3.06122	1.95918	0.165516
3.06122	2.20408	0.172898
3.06122	2.44898	0.183115
3.06122	2.69388	0.197019
3.06122	2.93878	0.215241
3.06122	3.18367	0.238157
3.06122	3.42857	0.265859
3.06122	3.67347	0.298156
3.06122	3.91837	0.334582
3.06122	4.16327	0.374424
3.06122	4.40816	0.416768
3.06122	4.65306	0.460546
3.06122	4.89796	0.504608
3.06122	5.14286	0.547787
3.06122	5.38776	0.588966
3.06122	5.63265	0.62715
3.06122	5.87755	0.661522
3.06122	6.12245	0.691492
3.06122	6.36735	0.716732
3.06122	6.61224	0.737199
3.06122	6.85714	0.753132
3.06122	7.10204	0.765041
3.06122	7.34694	0.773678
3.06122	7.59184	0.779989
3.06122	7.83673	0.785058
3.06122	8.08163	0.790045
3.06122	8.32653	0.796112
3.06122	8.57143	0.804361
3.06122	8.81633	0.815759
3.06122	9.06122	0.831088
3.06122	9.30612	0.850895
3.06122	9.55102	0.875459
3.06122	9.79592	0.904776
3.06122	10.0408	0.938558
3.06122	10.2857	0.97625
3.06122	10.5306	1.01706
3.06122	10.7755	1.06003
3.06122	11.0204	1.10403
3.06122	11.2653	1.14792
3.06122	11.5102	1.19054
3.06122	11.7551	1.23079
3.06122	12	1.26775
3.26531	0	-0.123398
3.26531	0.244898	-0.0952264
3.26531	0.489796	-0.0599105
3.26531	0.734694	-0.0180965
3.26531	0.979592	0.0291818
3.26531	1.22449	0.0805645
3.26531	1.46939	0.134447
3.26531	1.71429	0.189074
3.26531	1.95918	0.242649
3.26531	2.20408	0.293435
3.26531	2.44898	0.339863
3.26531	2.69388	0.380624
3.26531	2.93878	0.414746
3.26531	3.18367	0.441656
3.26531	3.42857	0.461209
3.26531	3.67347	0.473698
3.26531	3.91837	0.479842
3.26531	4.16327	0.480733
3.26531	4.40816	0.477781
3.26531	4.65306	0.472623
3.26531	4.89796	0.467028
3.26531	5.14286	0.462792
3.26531	5.38776	0.461629
3.26531	5.63265	0.46507
3.26531	5.87755	0.47437
3.26531	6.12245	0.490437
3.26531	6.36735	0.513773
3.26531	6.61224	0.544447
3.26531	6.85714	0.58209
3.26531	7.10204	0.625916
3.26531	7.34694	0.674772
3.26531	7.59184	0.727205
3.26531	7.83673	0.781545
3.26531	8.08163	0.836013
3.26531	8.32653	0.888819
3.26531	8.57143	0.938273
3.26531	8.81633	0.982885
3.26531	9.06122	1.02146
3.26531	9.30612	1.05314
3.26531	9.55102	1.07752
3.26531	9.79592	1.09459
3.26531	10.0408	1.1048
3.26531	10.2857	1.10899
3.26531	10.5306	1.10839
3.26531	10.7755	1.10449
3.26531	11.0204	1.09898
3.26531	11.2653	1.09365
3.26531	11.5102	1.09028
3.26531	11.7551	1.09054
3.26531	12	1.09587
3.46939	0	-0.321956
3.46939	0.244898	-0.28786
3.46939	0.489796	-0.235124
3.46939	0.734694	-0.165434
3.46939	0.979592	-0.0814869
3.46939	1.22449	0.0131687
3.46939	1.46939	0.114346
3.46939	1.71429	0.217468
3.46939	1.95918	0.317842
3.46939	2.20408	0.410941
3.46939	2.44898	0.492669
3.46939	2.69388	0.559612
3.46939	2.93878	0.609235
3.46939	3.18367	0.640039
3.46939	3.42857	0.651647
3.46939	3.67347	0.644827
3.46939	3.91837	0.621449
3.46939	4.16327	0.584368
3.46939	4.40816	0.53726
3.46939	4.65306	0.484396
3.46939	4.89796	0.430393
3.46939	5.14286	0.379935
3.46939	5.38776	0.337494
3.46939	5.63265	0.307065
3.46939	5.87755	0.291925
3.46939	6.12245	0.294439
3.46939	6.36735	0.315918
3.46939	6.61224	0.356542
3.46939	6.85714	0.415349
3.46939	7.10204	0.490289
3.46939	7.34694	0.578354
3.46939	7.59184	0.675748
3.46939	7.83673	0.778121
3.46939	8.08163	0.880826
3.46939	8.32653	0.979194
3.46939	8.57143	1.06882
3.46939	8.81633	1.14581
3.46939	9.06122	1.20704
3.46939	9.30612	1.2503
3.46939	9.55102	1.2745
3.46939	9.79592	1.27963
3.46939	10.0408	1.26685
3.46939	10.2857	1.2384
3.46939	10.5306	1.19742
3.46939	10.7755	1.14783
